0	72
5.69951500000025	73
11.3520590000007	73
16.9826160000011	73
22.6101750000016	73
28.2397330000003	73
33.8690660000011	73
39.5258180000001	73
45.0834200000008	72
56.2453330000008	71
61.8029350000015	70
67.3885200000004	69
72.9555040000014	68
78.5174750000006	67
84.0762279999999	66
89.6338300000007	65
95.1234730000015	63
100.681074	62
106.169989	60
111.729588	59
117.247460000001	57
122.735105000002	55
133.759578000001	52
139.24856	50
144.736204000001	48
150.225847000002	46
161.249105000001	43
166.736749000002	41
172.225645	39
177.714510000002	37
183.204154000001	35
194.230226000001	32
199.744379000002	30
205.233889000001	28
210.794376000002	27
216.283272000001	25
221.840872000001	24
227.328516000001	22
232.886117	21
238.403264	19
243.962236000001	18
249.521835000001	17
255.079436	16
260.639292000002	15
266.198892	14
271.756493000001	13
282.919863000001	12
288.480462000001	11
294.107535000001	11
305.272580000001	10
310.900138000001	10
316.534236000001	10
322.161803000001	10
327.810348000001	10
333.513860000001	11
339.141418000001	11
350.444146000002	12
356.168316000001	13
367.470403000001	14
373.169917000001	15
378.867434000002	16
384.568288	17
390.266861	18
395.964511	19
401.731984	21
407.431498	22
418.874446000002	25
424.571960000001	26
436.016904	29
441.71442	30
447.507876000001	32
453.214385000001	33
458.984467	35
464.683981	36
470.475439000002	38
476.203709000001	39
487.646752000001	42
493.345521000001	43
499.114993000001	45
504.812507000001	46
510.510022	47
516.209536	48
521.909096000001	49
544.630309	53
550.329823	54
556.032562	55
561.730248000002	56
567.361007000001	56
573.058522000001	57
578.688079000001	57
584.385593000001	58
590.015150000001	58
595.644745000001	58
601.299287000002	58
606.927844000002	58
612.556662000001	58
618.191215000001	58
623.818773000001	58
629.44958	58
640.611752000001	57
646.239309000001	57
651.796910000001	56
657.449508000002	56
663.011105000001	55
668.571802	54
674.199360000001	54
679.760877000001	53
685.318478000001	52
690.878077000001	51
696.434678000001	50
701.994902	49
707.577488000001	48
713.139292000002	47
718.696682000002	46
724.256281	45
729.817483000001	44
735.377498000002	43
740.940095	42
746.498793000001	41
752.058392000001	40
757.616991000001	39
763.176590000001	38
768.735657000001	37
774.293257000001	36
785.316840000001	33
802.016837000001	31
807.575455	30
813.135053	29
818.692653	28
824.280236000001	27
835.443542000001	26
841.006068000001	25
852.168239000001	24
874.469919000001	22
880.126459000001	22
885.756015000001	22
891.383572000001	22
897.012252	22
902.670789000002	22
908.298346000001	22
913.929131000001	22
919.560080000001	22
925.190224	22
930.817780000001	22
953.399545	24
959.028504	24
964.727550000001	25
970.425065000001	26
976.078605000001	26
981.777491000001	27
993.079576	28
998.777091	29
1004.475604	30
1010.174399	31
1015.803247	31
1021.504077	32
1027.201591	33
1032.90092	34
1038.601856	35
1044.326354	36
1055.629224	37
1061.326738	38
1067.026252	39
1072.724765	40
1084.026857	41
1089.724372	42
1095.453049	43
1106.756134	44
1112.455647	45
1123.757956	46
1129.457735	47
1135.086817	47
1146.389525	48
1152.019081	48
1157.721132	49
1163.350233	49
1168.97779	49
1174.608345	49
1180.30586	50
1185.936578	50
1191.585035	50
1197.219164	50
1202.84972	50
1208.478277	50
1219.667489	49
1225.297377	49
1230.928175	49
1236.555732	49
1242.113332	48
1247.74089	48
1258.905774	47
1264.53533	47
1270.09293	46
1275.722599	46
1281.282282	45
1286.910839	45
1292.470438	44
1303.657761	43
1309.220358	42
1314.850442	42
1320.409162	41
1325.993745	40
1331.652181	40
1337.21178	39
1348.374948	38
1353.932548	37
1359.563151	37
1365.122002	36
1376.283173	35
1381.840873	34
1387.471428	34
1393.029027	33
1398.662697	33
1404.220993	32
1409.850549	32
1415.409148	31
1421.039702	31
1432.201872	30
1437.83385	30
1448.996647	29
1454.652186	29
1460.279743	29
1465.910298	29
1471.545353	29
1510.797261	29
1516.427349	29
1522.057844	29
1527.6854	29
1533.315955	29
1539.039807	30
1544.678003	30
1550.306559	30
1556.006072	31
1561.635671	31
1567.265227	31
1572.96374	32
1578.594964	32
1589.897048	33
1595.553588	33
1601.2531	34
1606.881657	34
1612.579681	35
1618.208796	35
1623.909496	36
1629.542049	36
1635.242279	37
1640.87747	37
1646.5761	38
1652.206655	38
1657.905167	39
1663.535721	39
1674.83838	40
1680.469589	40
1686.169101	41
1691.796658	41
1703.09974	42
1708.730295	42
1720.05958	43
1725.688136	43
1731.31869	43
1742.620135	44
1748.278672	44
1753.908698	44
1759.541469	44
1765.171024	44
1770.827562	44
1776.458116	44
1782.086672	44
1787.717934	44
1793.346489	44
1798.977476	44
1804.60803	44
1810.235586	44
1815.86614	44
1821.495072	44
1827.15061	44
1838.31078	43
1843.942453	43
1849.571009	43
1860.736528	42
1866.365083	42
1871.995637	42
1877.554577	41
1883.183133	41
1888.814128	41
1894.371727	40
1900.026266	40
1911.187435	39
1916.817989	39
1927.981629	38
1933.614545	38
1939.173143	37
1944.801698	37
1950.469229	37
1956.029922	36
1961.660229	36
1967.290783	36
1972.849381	35
1978.479072	35
1984.109401	35
1995.273904	34
2000.904288	34
2006.534378	34
2012.094974	33
2017.723528	33
2023.355233	33
2028.985077	33
2034.63462	33
2045.802801	32
2051.433354	32
2057.061909	32
2062.729979	32
2068.358903	32
2073.989457	32
2079.618012	32
2085.248565	32
2090.87712	32
2096.507674	32
2102.137083	32
2107.768053	32
2119.071952	33
2124.700507	33
2130.33106	33
2135.960959	33
2141.612501	33
2147.24805	33
2152.947759	34
2158.578313	34
2164.229726	34
2175.562963	35
2181.193517	35
2186.822071	35
2198.126333	36
2203.756165	36
2209.386719	36
2215.085231	37
2220.715264	37
2226.345819	37
